filename,permissions,activities,services
io.github.pd4d10.gittouch_24.apk,['android.permission.INTERNET'],"['io.github.pd4d10.gittouch.MainActivity', 'io.flutter.plugins.urllauncher.WebViewActivity']",[]
wtf.technodisaster.tldr_10.apk,['android.permission.INTERNET'],"['wtf.technodisaster.tldr.MainActivity', 'io.flutter.plugins.urllauncher.WebViewActivity']",[]
com.rascarlo.aurdroid_21.apk,['android.permission.INTERNET'],['com.rascarlo.aurdroid.MainActivity'],[]
taco.scoop_34.apk,"['android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.READ_LOGS', 'android.permission.VIBRATE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.FOREGROUND_SERVICE']","['taco.scoop.ui.activity.MainActivity', 'taco.scoop.ui.activity.DetailActivity', 'taco.scoop.ui.activity.SettingsActivity', 'taco.scoop.ui.activity.BlacklistAppsActivity', 'taco.scoop.ui.activity.AboutActivity']","['taco.scoop.core.service.indicator.IndicatorService', 'taco.scoop.core.service.detector.CrashDetectorService']"
org.ligi.blexplorer_12.apk,"['android.permission.BLUETOOTH_ADMIN', 'android.permission.BLUETOOTH']","['org.ligi.blexplorer.HelpActivity', 'org.ligi.blexplorer.services.DeviceServiceExploreActivity', 'org.ligi.blexplorer.characteristics.CharacteristicActivity', 'org.ligi.blexplorer.scan.DeviceListActivity']",[]
com.termux.styling_31.apk,[],['com.termux.styling.TermuxStyleActivity'],[]
eu.dfdx.jslab_1.apk,['android.permission.INTERNET'],['eu.dfdx.jslab.MainActivity'],[]
community.peers.license_1.apk,['android.permission.INTERNET'],"['community.peers.license.activity.MainActivity', 'community.peers.license.activity.LicenseActivity', 'community.peers.license.activity.AboutActivity']",[]
com.termux_118.apk,"['android.permission.WAKE_LOCK', 'android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS', 'android.permission.READ_LOGS', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.DUMP', 'android.permission.WRITE_SECURE_SETTINGS', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.PACKAGE_USAGE_STATS', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.FOREGROUND_SERVICE']","['com.termux.app.TermuxActivity', 'com.termux.app.activities.HelpActivity', 'com.termux.app.activities.SettingsActivity', 'com.termux.shared.activities.ReportActivity', 'com.termux.filepicker.TermuxFileReceiverActivity']","['com.termux.app.TermuxService', 'com.termux.app.RunCommandService']"
com.nathaniel.motus.umlclasseditor_2.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",['com.nathaniel.motus.umlclasseditor.controller.MainActivity'],[]
com.lindevhard.android.raspfinder_3.apk,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']",['com.lindevhard.android.raspfinder.FullscreenActivity'],[]
com.vsmartcard.acardemulator_8.apk,"['com.samsung.accessory.permission.ACCESSORY_FRAMEWORK', 'android.permission.NFC', 'android.permission.BLUETOOTH_ADMIN', 'com.samsung.WATCH_APP_TYPE.Companion', 'com.samsung.wmanager.ENABLE_NOTIFICATION', 'com.samsung.android.providers.context.permission.WRITE_USE_APP_FEATURE_SURVEY', 'android.permission.CAMERA', 'android.permission.INTERNET', 'android.permission.BLUETOOTH']","['com.vsmartcard.acardemulator.MainActivity', 'com.vsmartcard.acardemulator.SettingsActivity', 'com.journeyapps.barcodescanner.CaptureActivity']","['com.vsmartcard.acardemulator.EmulatorHostApduService', 'com.vsmartcard.acardemulator.SmartcardProviderService']"
com.mattmaniak.queueToDo_6.apk,[],"['com.mattmaniak.queueToDo.MainActivity', 'io.flutter.plugins.urllauncher.WebViewActivity']",[]
org.gittner.osmbugs_46.apk,"['android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']","['org.gittner.osmbugs.ui.MainActivity', 'org.gittner.osmbugs.osmnotes.OsmNotesLoginActivity', 'com.karumi.dexter.DexterActivity']",['androidx.room.MultiInstanceInvalidationService']
eu.roggstar.getmitokens_5.apk,[],"['eu.roggstar.getmitokens.MainActivity', 'eu.roggstar.getmitokens.VersionActivity']",[]
de.mw136.tonuino_26.apk,"['android.permission.NFC', 'android.permission.CAMERA']","['de.mw136.tonuino.ui.EnterTagActivity', 'de.mw136.tonuino.ui.BulkWriteActivity', 'de.mw136.tonuino.ui.QRCodeScannerActivity', 'de.mw136.tonuino.ui.MainActivity', 'de.mw136.tonuino.ui.ReadActivity']",[]
com.fredhappyface.fhcode_20230820.apk,['com.fredhappyface.fhcode.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION'],"['com.fredhappyface.fhcode.ActivityAbout', 'com.fredhappyface.fhcode.ActivitySettings', 'com.fredhappyface.fhcode.ActivityMain', 'com.fredhappyface.fhcode.ActivityThemable']",[]
com.kpstv.xclipper_11.apk,"['android.permission.WAKE_LOCK', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET', 'android.permission.FOREGROUND_SERVICE']","['com.kpstv.xclipper.ui.activities.Crash', 'com.kpstv.xclipper.ui.activities.Start', 'com.kpstv.xclipper.ui.dialogs.TagDialog', 'com.kpstv.xclipper.ui.activities.SpecialActions', 'com.kpstv.xclipper.ui.dialogs.EditDialog', 'com.kpstv.xclipper.service.ChangeClipboardActivity', 'com.kpstv.xclipper.ui.dialogs.FeatureDialog$DialogActivity', 'com.journeyapps.barcodescanner.CaptureActivity', 'com.kpstv.xclipper.service.TextSelectionActivity', 'com.kpstv.cwt.ui.Web']","['com.kpstv.xclipper.service.ClipboardAccessibilityService', 'com.kpstv.xclipper.service.TileService', 'com.kpstv.xclipper.service.BubbleService', 'androidx.work.impl.background.systemalarm.SystemAlarmService', 'androidx.work.impl.background.systemjob.SystemJobService', 'androidx.work.impl.foreground.SystemForegroundService', 'androidx.room.MultiInstanceInvalidationService']"
com.team242.robozzle_61.apk,"['android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']","['com.team242.robozzle.UnsolvedPuzzles', 'com.team242.robozzle.Solver', 'com.team242.robozzle.PuzzleDetails', 'com.team242.robozzle.RoboZZleSettings', 'com.team242.robozzle.Achievements', 'com.team242.robozzle.AboutActivity']",[]
fr.xgouchet.packageexplorer_19.apk,"['android.permission.QUERY_ALL_PACKAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.REQUEST_DELETE_PACKAGES']","['fr.xgouchet.packageexplorer.applist.AppListActivity', 'fr.xgouchet.packageexplorer.applist.CertificateAppListActivity', 'fr.xgouchet.packageexplorer.details.app.AppDetailsActivity', 'fr.xgouchet.packageexplorer.details.apk.ApkDetailsActivity', 'fr.xgouchet.packageexplorer.about.AboutActivity', 'fr.xgouchet.packageexplorer.oss.OSSActivity']",[]
com.maxistar.textpad_42.apk,"['android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']","['com.maxistar.textpad.activities.EditorActivity', 'com.maxistar.textpad.FileDialog', 'com.maxistar.textpad.activities.SettingsActivity']",[]
jackpal.androidterm_72.apk,"['android.permission.WAKE_LOCK', 'android.permission.ACCESS_SUPERUSER', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE']","['jackpal.androidterm.Term', 'jackpal.androidterm.RemoteInterface', 'jackpal.androidterm.RunScript', 'jackpal.androidterm.RunShortcut', 'jackpal.androidterm.TermPreferences', 'jackpal.androidterm.WindowList', 'jackpal.androidterm.shortcuts.AddShortcut', 'jackpal.androidterm.shortcuts.FSNavigator']",['jackpal.androidterm.TermService']
de.k3b.android.intentintercept_405.apk,['android.permission.QUERY_ALL_PACKAGES'],"['uk.co.ashtonbrsc.intentexplode.Explode', 'uk.co.ashtonbrsc.intentexplode.StartupActivity']",[]
io.github.easyintent.quickref_7.apk,[],"['io.github.easyintent.quickref.MainActivityEx', 'io.github.easyintent.quickref.QuickRefActivityEx']",[]
io.itch.pirate_solitaire_1.apk,[],"['com.godot.game.GodotApp', 'org.godotengine.godot.utils.ProcessPhoenix']",['org.godotengine.godot.GodotDownloaderService']
com.trianguloy.isUserAMonkey_1.apk,[],['com.trianguloy.isUserAMonkey.MainActivity'],[]
